Anime_id,Title,Producer,Studio
6607,Superflat First Love,,
6609,Pucca,,
6610,Ibara no Ou,"['TV Tokyo', 'Bandai Visual', 'Dentsu', 'Kadokawa Pictures Japan', 'Enterbrain', 'Sony PCL']",['Sunrise']
6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,['CoMix Wave Films'],
6625,Nono-chan,,['Toei Animation']
6628,Dengeki Bunko 2007 Movie Festival Special,,
6629,Asari-chan,,['Toei Animation']
6630,Asari-chan: Ai no Marchen Shoujo,,['Toei Animation']
6634,Sengoku Basara Two,"['Dentsu', 'Shochiku', 'Mainichi Broadcasting System', 'Pony Canyon', 'Movic', 'flying DOG']",['Production I.G']
6635,Ayatsuri Haramase DreamNote,,['Schoolzone']
6636,Chou Kousoku Galvion,"['TV Asahi', 'Kokusai Eigasha']",['Artmic']
6637,Higashi no Eden Movie II: Paradise Lost,"['Asmik Ace Entertainment', 'Sony Music Entertainment']",['Production I.G']
6645,Chu-Bra!!,['GANSIS'],['Zexcs']
6654,Namakura Gatana,,
6667,Love to Live By,,['Studio 4°C']
6670,8-gatsu no Symphony: Shibuya 2002-2003,,['WAO World']
6671,Byeolnala Samchongsa,['Sunwoo Entertainment'],
6674,Reporter Blues,,['TMS Entertainment']
6675,Redline,['Tohokushinsha Film Corporation'],['Madhouse']
6676,Asura Cryin' 2,"['TV Tokyo', 'Starchild Records', 'Raku High Student Council']",['Seven Arcs']
6685,Mesu Kyoushi: Injoku no Kyoushitsu,"['Milky Animation Label', 'MS Pictures', 'Anime Antenna Iinkai']",
6686,Chinetsu Karte: The Devilish Cherry,,['Suzuki Mirano']
6687,Chinyuuki: Tarou to Yukai na Nakama-tachi,"['Panda Factory', 'Liverpool', 'Shueisha']",
6690,Anata dake Konbanwa,"['Milky Animation Label', 'AIC']",
6691,Elf no Futagohime: Willan to Arsura,['Cotton Doll'],['T-Rex']
6692,Mama Puri!?,['Digital Works'],
6694,Triangle Blue,,['PoRO']
6695,Mangchi,,
6701,Jim Button,,['Eiken']
6702,Fairy Tail,"['TV Tokyo', 'Dentsu', 'Pony Canyon', 'Kodansha', 'DAX Production', 'Sakura Create']","['Satelight', 'A-1 Pictures']"
6704,Queen's Blade: Rurou no Senshi Specials,"['Genco', 'Media Factory', 'Hobby Japan']",['Arms']
6705,Tayutayu: Pure My Heart,['Media Factory'],['Silver Link.']
6707,Kuroshitsuji II,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System']",['A-1 Pictures']
6713,Ranma ½: Nettou Uta Gassen,['Kitty Films'],
6714,Dragon Ball Z: Atsumare! Gokuu World,,['Toei Animation']
6718,Yamato 2520,,['Studio Take Off']
6726,Hanasakeru Seishounen Recaps,,['Studio Pierrot']
6727,Mechakko Dotakon,['Kokusai Eigasha'],
6728,Helen Keller Monogatari: Ai to Hikari no Tenshi,['TV Asahi'],
6730,Tonde Mon Pe,['Asahi Broadcasting'],
6731,Ultraman Kids no Kotowaza Monogatari,['TBS'],
6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,,['Toei Animation']
6734,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,,
6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,,
6736,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,,['Madhouse']
6741,Makai Senki Disgaea: Welcome to Netherworld,,
6743,Utawarerumono OVA Picture Drama,['Frontier Works'],
6746,Durarara!!,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'ASCII Media Works', 'Sakura Create']",['Brain&#039;s Base']
6747,Dance in the Vampire Bund,"['Genco', 'Media Factory', 'Rakuonsha', 'AT-X', 'flying DOG']",['Shaft']
6748,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,,['Nomad']
6749,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,,
6758,Tatakau Shisho: The Book of Bantorra,"['Geneon Universal Entertainment', 'Sakura Create', 'Atelier Musa']",['David Production']
6759,Cynical Hysterie Hour: Trip Coaster,,
6760,Cynical Hysterie Hour: Henshin!,,
6761,Cynical Hysterie Hour: Yoru wa Tanoshii,,
6762,Cynical Hysterie Hour: Utakata no Uta,,
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,,['Sunrise']
6769,Mura Matsuri,,
6771,Dorimogu Daa!!,,
6772,Break Blade 1: Kakusei no Toki,"['Bandai Visual', 'Lantis', 'KlockWorx']","['Production I.G', 'Xebec']"
6773,Shakugan no Shana III (Final),"['Geneon Universal Entertainment', 'Warner Bros.', 'ASCII Media Works', 'Showgate']",['J.C.Staff']
6774,Kuuchuu Buranko,"['Dentsu', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Bungeishunjuu']",['Toei Animation']
6777,Densha Kamo Shirenai,,
6779,Pokonyan!,"['Shogakukan Productions', 'NHK', 'Animation 21']",
6783,ef: A Tale of Memories. - Recollections,['Rondo Robe'],['Shaft']
6787,Goulart Knights: Evoked the Beginning Black,['Lantis'],['Studio Blanc']
6791,Kanokon: Manatsu no Dai Shanikusai,,['Xebec']
6792,Mobile Suit SD Gundam Mk V,"['Bandai Visual', 'Sotsu']",['Sunrise']
6793,"Kuroshitsuji: Sono Shitsuji, Kougyou",,['A-1 Pictures']
6794,Kurokami: Tora to Tsubasa,,['Sunrise']
6795,Genius Party Beyond,['Beyond C.'],['Studio 4°C']
6796,Kyuukyoku Choujin R,"['Shogakukan Productions', 'Bandai']",
6797,Docchi ni Suru?,"['Dentsu', 'Yamamura Animation, Inc.']",
6798,Saa Ikou! Tamagotchi,['Bandai'],['OLM']
6800,Transformers: Scramble City,['Takara'],['Toei Animation']
6802,So Ra No Wo To,"['TV Tokyo', 'Aniplex']",['A-1 Pictures']
6809,Toshi Densetsu Monogatari Hikiko,,
6811,InuYasha: Kanketsu-hen,"['Aniplex', 'YTV', 'Shogakukan']",['Sunrise']
6822,Ukkari Pénélope (2009),['NHK'],['Nippon Animation']
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,,
6827,Suzume no Oyado,,
6828,Ohi-sama to Kaeru,,
6829,Izakaya no Ichiya,,
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,,
6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,,
6832,Shoujouji no Tanuki-bayashi Ban Danemon,,
6833,Ninjutsu Hinotama Kozou: Edo no Maki,,
6834,Taa-chan no Kaitei Ryokou,,
6835,Umi no Mizu wa Naze Karai,,
6836,Issunboushi: Chibisuke Monogatari,,
6837,Tengu Taiji,,
6838,Dekobou no Jidousha Ryokou,,
6839,Hinomaru Tarou: Musha Shugyou no Maki,,
6840,Maabou no Daikyousou,,
6841,Maabou no Kinoshita Toukichirou,,
6842,Oyoge ya Oyoge,,
6843,Kangaroo no Tanjoubi,,
6844,Osaru no Sankichi: Boukuusen,,
6846,Kuma ni Kuwarenu Otoko,,
6847,Gulliver Funtouki,,
6848,Doubutsu Mura no Daisodou,,
6849,Bouken Dankichi: Hyouryuu no Maki,,
6850,Norakuro Shoui: Nichiyoubi no Kaijiken,,
6851,Kaitei no Boukun,,
6852,Ahiru no Otegara,,
6855,Da Nao Tiangong,,['Shanghai Animation Film Studio']
6856,Aoi Chou,,
6857,Momotarou no Umiwashi,['Geijutsu Eigasha'],
6861,Shui Naodai,,
6862,K-On!: Live House!,"['Pony Canyon', 'Movic']",['Kyoto Animation']
6864,xxxHOLiC Rou,['Kodansha'],['Production I.G']
6867,Halo Legends,"['Bee Train', 'Casio Entertainment']","['Bones', 'Production I.G', 'Studio 4°C', 'Toei Animation']"
6868,Wansa-kun,,['Mushi Production']
6872,Cyborg 009,,['Toei Animation']
6875,Iron Man,,['Madhouse']
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"['4Kids Entertainment', 'Nintendo']",['OLM']
6878,Usavich Special,,['Kanaban Graphics']
6880,Deadman Wonderland,"['Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'AMG MUSIC']",['Manglobe']
6882,Hatsukoi Limited.: Gentei Shoujo,,['J.C.Staff']
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,,['Zexcs']
6884,Ookami to Koushinryou II Specials,,"['Brain&#039;s Base', 'Marvy Jack']"
6885,Sora no Manimani Specials,['Studio Comet'],
6889,Time Bokan Series: Zenderman,,['Tatsunoko Production']
6890,Ontama!,,['Encourage Films']
6891,Soukan Yuugi 2,"['Digital Works', 'Y.O.U.C']",
6892,Yokorenbo: Immoral Mother,,['Suzuki Mirano']
6893,Oni Chichi,,['PoRO']
6893,Oni Chichi,,['PoRO']
6895,Hakuouki,,['Studio Deen']
6896,Pandora Hearts Specials,"['Square Enix', 'flying DOG']",['Xebec']
6899,Stitch!: Itazura Alien no Daibouken,['Tohokushinsha Film Corporation'],['Madhouse']
6900,Tamagotchi!,,['OLM Digital']
6901,Battle Spirits: Shounen Gekiha Dan,,['Sunrise']
6902,Saikyou Bushouden: Sangoku Engi,"['Hisashishi Videos', 'TOMY Company']","['Future Planet', 'Beijing Huihuang Animation Company']"
6903,Prima Donna Mai,['Obtain Future'],
6903,Prima Donna Mai,['Obtain Future'],
6904,Hellsing: Digest for Freaks,,['Satelight']
6907,Mikan-Seijin,,
6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,['Fuji TV'],['Tezuka Productions']
6917,Tsuideni Tonchinkan,"['Studio Comet', 'Nihon Ad Systems', 'Fuji TV']",
6918,Wolverine,,['Madhouse']
6919,X-Men,"['Sony Pictures Entertainment', 'Atelier Musa']",['Madhouse']
6920,Blade,,['Madhouse']
6922,Fate/stay night Movie: Unlimited Blade Works,"['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes', 'CREi']",['Studio Deen']
6927,Higashi no Eden: Air Communication,['Asmik Ace Entertainment'],['Production I.G']
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,['TV Asahi'],['Shin-Ei Animation']
6932,Kemono to Chat,['Usagi Ou'],['Indeprox']
6935,Enkinhou no Hako: Hakase no Sagashimono,"['Yamamura Animation, Inc.']",
6937,Hermes: Ai wa Kaze no Gotoku,,
6939,Eien no Hou,['Group TAC'],
6941,Toriko: Jump Super Anime Tour 2009 Special,,['ufotable']
6942,Marine Snow no Densetsu,,
6945,Gintama: Shiroyasha Koutan,,['Sunrise']
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,['Studio Mausu'],['TYO Animations']
6947,Uchurei!,['AC Create'],['Robot Communications']
6948,Bakemonogatari Recap,,['Shaft']
6950,Aos,['Kuri Jikken Manga Kobo'],
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,"['TV Tokyo', 'Nihon Ad Systems']",['Studio Gallop']
6953,Ningen Doubutsuen,['Kuri Jikken Manga Kobo'],
6954,Kara no Kyoukai 8: Shuushou,,['ufotable']
6956,Working!!,"['Aniplex', 'Rakuonsha']",['A-1 Pictures']
6958,Hyakko OVA,,['Nippon Animation']
6959,GA: Geijutsuka Art Design Class: Aozora ga Kakitai,,['AIC Plus+']
6964,Yuu☆Yuu☆Hakusho Picture Drama,,['Studio Pierrot']
6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,,
6970,Choujin Sentai Baratack,,['Toei Animation']
6971,Gegege no Kitarou (1971),,['Toei Animation']
6973,Senkou no Night Raid,"['TV Tokyo', 'Aniplex']",['A-1 Pictures']
6974,Seikimatsu Occult Gakuin,"['Aniplex', 'Xebec', 'TV Tokyo Music']",['A-1 Pictures']
6975,Koro no Dai Sanpo,,['Studio Ghibli']
6978,Kyoufu Densetsu Kaiki! Frankenstein,,['Toei Animation']
6979,Shukufuku no Campanella,['Delfi Sound'],['AIC']
6980,Kaidan Restaurant,['TV Asahi'],['Toei Animation']
6981,Super Zugan,['Kitty Films'],['Studio Deen']
6984,Hidamari Sketch x 365 Specials,['Lantis'],['Shaft']
6985,Buddha Saitan,,['Group TAC']
6986,Kansen: Inyoku no Rensa,,['Suzuki Mirano']
6987,Aki-Sora,"['Frontier Works', 'Akita Shoten']",['Hoods Entertainment']
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,['TV Asahi'],['Shin-Ei Animation']
6989,Uchuu Ace,,['Tatsunoko Production']
6992,Hoshi ni Negai wo: Fantastic Cat,,
6993,Koneko no Rakugaki,,['Toei Animation']
6994,Koneko no Studio,,
6999,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,['M.S.C'],
7004,Shin Calimero,,['Toei Animation']
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,['Tezuka Productions'],['Toei Animation']
7016,Senjou no Valkyria: SenVal Theater,['Sega'],['A-1 Pictures']
7017,K-On!: Ura-On!,,['Kyoto Animation']
7020,Fashion,,
7021,Ni-hiki no Sanma,['Kuri Jikken Manga Kobo'],
7022,G-senjou no Higeki,['Kuri Jikken Manga Kobo'],
7024,Heya,['Kuri Jikken Manga Kobo'],
7025,Kiseichuu no Ichiya,,
7026,Mado,['Kuri Jikken Manga Kobo'],
7027,Manga,,
7028,Pop,,
7029,Tonari no Yarou,['Kuri Jikken Manga Kobo'],
7030,Kemeko no Love,,
7031,Satsujinkyou Jidai,['Kuri Jikken Manga Kobo'],
7032,Kitte no Gensou,,
7041,Seto no Hanayome OVA Specials,,['Gonzo']
7044,Zan Sayonara Zetsubou Sensei Bangaichi,,['Shaft']
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,,['Shin-Ei Animation']
7048,Crush Gear Nitro,,['Sunrise']
7052,Shinshuu Sudama-hen,['Magic Bus'],
7053,Fault!!,['Cotton Doll'],['T-Rex']
7054,Kaichou wa Maid-sama!,"['Geneon Universal Entertainment', 'TBS', 'Hakusensha', 'Half H.P Studio']",['J.C.Staff']
7058,Uragiri wa Boku no Namae wo Shitteiru,,['J.C.Staff']
7059,Black★Rock Shooter (OVA),"['Rakuonsha', 'Good Smile Company']",['Ordet']
7060,Ring of Gundam,['Robot Communications'],['Sunrise']
7062,Hidamari Sketch x ☆☆☆,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft']
7066,Mahoromatic: I&#039;m Home!,,['Gainax']
7071,Shoujouji no Tanuki-bayashi,,
7079,Ookamikakushi,"['TBS', 'flying DOG']",['AIC']
7081,Danball Senki,"['TV Tokyo', 'Dentsu']",['OLM']
7082,Shugo Chara! Party!,"['TV Tokyo', 'Sotsu']",['Satelight']
7083,Hakushaku to Yousei Specials,,['Artland']
7088,Ichiban Ushiro no Daimaou,"['Marvelous', 'Hobby Japan', 'Delfi Sound']",['Artland']
7090,Madou King Granzort: Saigo no Magical Taisen,,
7092,Shoujo Fight: Norainu-tachi no Odekake,,['Production I.G']
7103,Miracle☆Train: Oedo-sen e Youkoso,"['TV Tokyo', 'Aniplex', 'Lantis', 'DAX Production', 'TYO Animations']",['Yumeta Company']
7106,Ougon Senshi Gold Lightan,,['Tatsunoko Production']
7108,Shikabane Hime: Puchitto,,['Gainax']
7109,Gyouten Ningen Batsealer,['Group TAC'],
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,['Zyc'],['Natural High']
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,['KAGAYA Studio'],
7113,30th Gundam Perfect Mission,,['Sunrise']
7117,Pika Don,,
7122,Dai Yamato Zero-gou,,['JCF']
7124,Madou King Granzort: Bouken-hen,,
7135,Mahou Sensei Negima! Movie: Anime Final,['Studio Pastoral'],['Shaft']
7139,Gdleen,"['Ashi Production', 'Seta Corporation']",
7144,Uchuu Senkan Yamato: Fukkatsu-hen,['Toho'],
7148,Ladies versus Butlers!,"['Geneon Universal Entertainment', 'Lantis', 'AT-X', 'KlockWorx', 'ASCII Media Works', 'BIGLOBE']",['Xebec']
7152,Anyamal Tantei Kiruminzoo,"['Hal Film Maker', 'Sotsu', 'Starchild Records', 'MediaNet', 'AT-X', 'JM Animation', 'Aoni Entertainment']",['Satelight']
7154,SM no Susume,['Milky Animation Label'],
7155,Beat Shot!!,"['AIC', 'Magic Bus']",['Gainax']
7156,Arei no Kagami: Way to the Virgin Space,,['Toei Animation']
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,['Studio Core'],['Toei Animation']
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,,['Toei Animation']
7160,Yoroshiku Mechadock,,['Tatsunoko Production']
7162,Yaruki Manman,"['Toei Video', 'Knack Productions']",
7164,Catman Specials,['Fuji TV'],
7169,Ibarahime Mata wa Nemurihime,['Kawamoto Productions'],
7170,Kataku,,
7171,Oni,,
7174,Usaru-san,,['OLM']
7175,Himitsukessha Taka no Tsume Countdown,['Kaeruotoko Shokai'],['DLE']
7176,Cheburashka Arere?,['Dream Force'],['GoHands']
7177,Gokyoudai Monogatari,,
7178,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,['MS Pictures'],
7179,Makai Tenshi Djibril 3,['Milky Animation Label'],
7189,Kotatsu Neko,['Iyasakadou Film'],
7192,Choujikuu Romanesque Samy: Missing 99,['Project Team Eikyuu Kikan'],
7193,Aoi Bungaku Series,"['Movic', 'Happinet Pictures', 'RAY']",['Madhouse']
7211,Rose O'Neill Kewpie,,['TMS Entertainment']
7216,Sekai Douwa Anime Zenshuu,,
7222,Macross F Movie 2: Sayonara no Tsubasa,,"['Satelight', '8bit']"
7229,Black Jack ONA,,
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,,
7243,Suisei,['TBS'],
7244,Hyakka Zukan,"['Yamamura Animation, Inc.']",
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,,['Toei Animation']
7247,Naked Wolves,"['Pony Canyon', 'Kyotoma']",
7248,Top wo Nerae! Gunbuster Specials,,['Gainax']
7252,Grick no Bouken,,['Studio Korumi']
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,['Yumeta Company'],
7255,Hanaori,,
7257,Shijin no Shougai,,
7258,Tabi,,
7259,Kenju Giga,,
7261,Mameshiba,['Dentsu'],
7262,Kagirohi: Shaku Kei,,['PoRO']
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,"['Milky Animation Label', 'T-Rex']",
7265,Kara no Shoujo,"['Milky Animation Label', 'Innocent Grey']",['Flavors Soft']
7266,Binkan Athlete,,['T-Rex']
7268,Diabolus: Kikoku,,['PoRO']
7270,Mobile Suit Gundam 00 Special Edition,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Sunrise']
7273,Nido to Mezamenu Komori Uta,,
7276,Natsumushi The Animation,['Pink Pineapple'],
7279,TO,['Oxybot'],
7290,Cyborg 009: Kaijuu Sensou,,
7294,Licca-chan Fushigi na Mahou no Ring,,['Ajia-Do']
7295,Koi Tsubomi,,
7296,Michi (2004),,
7308,Mirai Shounen Conan (Movie),,['Nippon Animation']
7311,Suzumiya Haruhi no Shoushitsu,"['Kadokawa Shoten', 'Animation Do']",['Kyoto Animation']
7314,Yona Yona Penguin,,['Madhouse']
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,['Shogakukan Productions'],['TMS Entertainment']
7334,Bakugan Battle Brawlers: Gundalian Invaders,['Sega'],['TMS Entertainment']
7336,Cyborg 009: Chou Ginga Densetsu,,['Toei Animation']
7338,Darker than Black: Kuro no Keiyakusha Gaiden,['Square Enix'],['Bones']
7343,Youbi Masochist Animation,,
7354,Chikara to Onna no Yo no Naka,,
7363,Hokuto no Ken: Legend of Heroes,,['Toei Animation']
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,,['Toei Animation']
7374,100%,,['Nippon Animation']
7375,Shakugan no Shana S Specials,,['J.C.Staff']
7377,Fuyu no Sonata Episode 0,['Yoon&#039;s Color'],"['Studio Comet', 'KeyEast', 'REALTHING']"
7396,Shuffle! Prologue,['Lantis'],['Asread']
7405,Jankenman,"['TV Tokyo', 'Ashi Production', 'Big West']",
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,"['Milky Animation Label', 'MS Pictures']",['Studio Eromatick']
7419,Wrestler Gundan Seisenshi Robin Jr.,,
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,,['Toei Animation']
7435,Dragon Quest: Dai no Daibouken,,['Toei Animation']
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,,['Toei Animation']
7445,Karo to Piyobupt: Ouchi,"['Yamamura Animation, Inc.']",
7449,Pacusi no Uta,,
7450,Kipling Jr.,"['Yamamura Animation, Inc.']",
7451,Kid's Castle,"['Yamamura Animation, Inc.']",
7452,Mini Moni Yaru no da Pyon!,,
7453,AIKa Zero Picture Drama,,
7455,Kurutta Kyoutou: Danzai no Gakuen,['Studio 9 MAiami'],
7456,Discipline Zero,['Studio 9 MAiami'],
7461,Komaneko no Christmas: Maigo ni Natta Present,['dwarf'],
7465,Eve no Jikan (Movie),"['Directions', 'Code']",['Studio Rikka']
7468,Princess Lover! Picture Drama,,['GoHands']
7471,Detective Conan Movie 09: Promo Special,,['TMS Entertainment']
7472,Gintama Movie 1: Shinyaku Benizakura-hen,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Warner Bros.', 'Shueisha']",['Sunrise']
7473,Rennyo to Sono Haha,,
7474,"Onegai☆Teacher: Marie, Ai no Gekijou",['Bandai Visual'],
7477,Fusha no Sha,['Shanghai Animation Film Studio'],
7479,Karate Baka Ichidai,,
7482,"Yume kara, Samenai",,['Shaft']
7485,Urashima Tarou,,
7491,Dragon Quest Retsuden: Roto no Monshou,,
7494,Usagi to Kame,,
7495,Nonki na Tou-san Ryuuguu Mairi,,
7496,Saiyuuki: Son Gokuu Monogatari,,
7497,Mikan-bune,,
7498,Doubutsu Olympic Taikai,,
7500,Maabou no Shounen Koukuu Tsuwamono,,
7501,Kintarou Taiiku Nikki,,
7504,Bollogi Iyagi,,
7505,Knyacki!,['NHK'],
7510,Shisha no Sho,['Sakura Motion Picture'],
7511,Worku,['The Village of Marchen'],
7512,Dambo,,
7522,Taichi Senjimon,,['Toei Animation']
7523,Fuku-chan no Sensuikan,,"['Asahi Production', 'Shochiku Animation Institute']"
7524,Mahou no Pen,,
7525,Kick Off 2002,,
7526,Ousama no Shippo,,
7527,Ponsuke no Udekurabe,,
7528,Kujira (1952),['Sakura Color Film'],
7529,Mori no Ongakukai,,
7530,Hana to Chou,,
7531,Onbu Obake,['Yomiuri Telecasting'],
7532,Kuroi Kikori to Shiroi Kikori,['The National Film Center Japan'],
7540,Kurogane no Linebarrels Specials,['Akita Shoten'],['Gonzo']
7547,Komadori Eiga: Komaneko,['dwarf'],
7549,Quiz Magic Academy: The Original Animation 2,,['AIC Plus+']
7550,Pokemon: Pikachu Tanken Club,,['OLM']
7551,Gowapper 5 Gordam,,['Tatsunoko Production']
7559,Fate/stay night TV Reproduction,,['Studio Deen']
7561,Kaitou Reinya,['Kadokawa Pictures Japan'],['Sting Ray']
7568,Umineko no Naku Koro ni Specials,['Frontier Works'],['Studio Deen']
7569,Idol Ace,,['OLM']
7571,Kita e.: Diamond Dust Drops Special,,
7573,Bakunyuu Bomb,"['ChiChinoya', 'Studio Ten Carat']",
7578,Gokinjo Monogatari the Movie,,['Toei Animation']
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,['KSS'],
7580,Ikkitousen: Xtreme Xecutor,['Genco'],"['Arms', 'TNK']"
7581,Otome Chibaku Yuugi,['Suzuki Mirano'],
7582,Reijoku no Yakata,['Digital Works'],['Y.O.U.C']
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,,['PoRO']
7588,Saraiya Goyou,"['Dentsu', 'Media Factory', 'Movic', 'Fuji TV', 'Shogakukan']",['Manglobe']
7590,Mayoi Neko Overrun!,"['Geneon Universal Entertainment', 'Frontier Works', 'KlockWorx']",['AIC']
7591,Tono to Issho,['Frontier Works'],['Gathering']
7592,Nurarihyon no Mago,"['Yomiuri Telecasting', 'Yomiko Advertising', 'Pony Canyon', 'Toho', 'Shueisha', 'BS11', 'Hakuhodo DY Media Partners']",['Studio Deen']
7593,Kiss x Sis (TV),['Starchild Records'],['feel.']
7596,Haiyoru! Nyaruani,['SoftBank Creative Corp.'],['DLE']
7597,"Boku, Otaryman.",['Liverpool'],"['Panda Factory', 'Studio PuYUKAI']"
7598,Loups=Garous,['Trans Arts'],['Production I.G']
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,,['Sunrise']
7605,Parasol Henbei,,
7610,Anju to Zushioumaru,,['Toei Animation']
7611,Issho ni Ecchi,['Pink Pineapple'],['G-Lam']
7612,Haha Sange,['Y.O.U.C'],
7616,Michi (Movie),['Tomoyasu Murata Company'],
7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,['The Village of Marchen'],
7619,Gegege no Kitarou (1996),,['Toei Animation']
7621,Chuumon no Ooi Ryouriten,['Gakken'],
7625,Yousei Dick,"['Marubeni', 'Grouper Productions']",
7626,Umi no Triton (1979),['Tohokushinsha Film Corporation'],
7627,Mitsudomoe,"['Aniplex', 'Lantis', 'Cospa', 'Studio Mausu', 'Akita Shoten']",['Bridge']
7629,The Arari Show,,
7633,Ari no Seikatsu,['The Village of Marchen'],
7639,Shounen Santa no Daibouken!,"['TBS', 'K-Factory']",['Studio Deen']
7643,Domo-kun,['NHK'],['dwarf']
7645,Heartcatch Precure!,,['Toei Animation']
7646,Yawarakame♥,,['ufotable']
7647,Arakawa Under the Bridge,"['Square Enix', 'Starchild Records', 'Rakuonsha']",['Shaft']
7651,Ningen Shikkaku: Director's Cut-ban,,['Madhouse']
7654,Tokyo Magnitude 8.0 Recap,,"['Bones', 'Kinema Citrus']"
7655,Major S6,['NHK'],['SynergySP']
7659,Aisubeki Mirai e,,
7661,Giant Killing,['NHK'],['Studio Deen']
7662,Shinrei Tantei Yakumo,"['NHK', 'Sogo Vision', 'NHK-BS2']",['Bee Train']
7664,Nils no Fushigi na Tabi (Movie),,['Studio Pierrot']
7666,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,,['Toei Animation']
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,,['Toei Animation']
7668,Suki Desu Suzuki-kun!!,,
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi","['Lantis', 'Pony Canyon', 'Enterbrain', 'Kadokawa Contents Gate', 'T.O Entertainment']",['Production I.G']
7674,Bakuman.,"['NHK', 'Shueisha']",['J.C.Staff']
7681,Kyouryuu Wakusei,['Studio Junio'],
7683,Suiren no Hito,['Tomoyasu Murata Company'],
7691,Tokimeki Memorial 4 OVA,,['Asahi Production']
7695,Pokemon Movie 13: Genei no Hasha Zoroark,"['Viz Media', 'Studio Jack']",['OLM']
7696,Sangokushi Daiichibu Eiyuu-tachi no Yoake,['Shinano Kikaku'],
7697,Sangokushi Dainibu Choukou Moyu,['Shinano Kikaku'],
7698,Sangokushi Daisanbu Harukanaru Taichi,['Shinano Kikaku'],['Toei Animation']
7705,Starry☆Sky,"['Frontier Works', 'Sotsu']",['Studio Deen']
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,,['PoRO']
7709,Peng You Town,['Tomoyasu Murata Company'],
7711,Karigurashi no Arrietty,,['Studio Ghibli']
7712,Kansen 2: Inzai Toshi,,['Suzuki Mirano']
7713,Nihon Mukashibanashi: Saru Kani,,
7715,Auto Mommy,['Sovat Theater'],
